"","Symbol","Name","LastSale","Sector","industry","Price/Book","P/E Ratio","Price/EPS Estimate Next Year","Dividend Yield","Market Capitalization","Shares Outstanding","Book Value","Earnings End Time","Earnings Start Time"
"2057","ALLK","Allakos Inc.",42.27,"Health Care","Major Pharmaceuticals",9.084462,NA,-33.023438,NA,1780120704,42113100,4.653,NA,NA
"2058","ABTX","Allegiance Bancshares, Inc.",38.12,"Finance","Major Banks",1.1896143,16.084389,12.025236,NA,836276544,21938000,32.044,1509105600,1508756340
"2059","ALGT","Allegiant Travel Company",131.27,"Transportation","Air Freight/Delivery Services",3.20781,13.124375,9.053103,0.021196062,2124381824,16183300,40.922,1556539200,1556017140
"2060","ALGR","Allegro Merger Corp.",9.88,"Finance","Business Services",37.709927,NA,NA,NA,188312800,19060000,0.262,NA,NA
"2061","ALNA","Allena Pharmaceuticals, Inc.",6.83,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",2.425426,NA,-3.53886,NA,141798992,20761200,2.816,NA,NA
"2062","ARLP","Alliance Resource Partners, L.P.",19.4,"Energy","Coal Mining",2.101614,7.0802917,7.4329505,0.10773195,2490785280,128391000,9.231,1556886600,1556541000
"2063","LNT","Alliant Energy Corporation",45.87,"Public Utilities","Power Generation",2.3612683,20.926096,19.1125,0.029212995,10828713984,236074000,19.426,1557172800,1556654400
"2064","AHPI","Allied Healthcare Products, Inc.",1.86,"Health Care","Industrial Specialties",0.62290686,NA,NA,NA,7465184,4013540,2.986,NA,NA
"2065","AMOT","Allied Motion Technologies, Inc.",41.44,"Capital Goods","Electrical Products",3.907959,28.938545,17.862068,0.0026410562,393080352,9485530,10.604,1509998400,1509480000
"2066","ALQA","Alliqua BioMedical, Inc.",2.65,"Health Care","Medical/Dental Instruments",1.6070346,NA,-2.2649574,NA,13263807,5005210,1.649,1502454600,1502109000
"2067","ALLO","Allogene Therapeutics, Inc.",31.34,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",-5.8177094,NA,-24.873016,NA,3807277312,121483000,-5.387,NA,NA
"2068","ALLT","Allot Ltd.",7.67,"Technology","Computer Communications Equipment",1.9108123,NA,255.66667,NA,259984624,33896300,4.014,1557923400,1557318600
"2069","MDRX","Allscripts Healthcare Solutions, Inc.",10.78,"Technology","EDP Services",1.1899768,5.217812,14.184211,NA,1846958976,171332000,9.059,1557144000,1556708340
"2070","ALNY","Alnylam Pharmaceuticals, Inc.",85.37,"Health Care","Major Pharmaceuticals",6.634287,NA,-12.301153,NA,9071245312,106258000,12.868,1557144000,1556708340
"2071","AOSL","Alpha and Omega Semiconductor Limited",10.96,"Technology","Semiconductors",0.926145,74.054054,8.698413,NA,262371440,23939000,11.834,1518469200,1517950800
"2072","GOOG","Alphabet Inc.",1140.99,"Technology","Computer Software: Programming, Data Processing",4.4678826,26.107819,20.893425,NA,795293974528,349291008,255.376,NA,NA
"2073","ATEC","Alphatec Holdings, Inc.",1.61,"Health Care","Medical/Dental Instruments",2.8698752,NA,-2.875,NA,69572288,43212600,0.561,1489795200,1489449600
"2074","ALPN","Alpine Immune Sciences, Inc.",6.68,"Health Care","Major Pharmaceuticals",1.6830435,NA,-2.3521128,NA,123986808,18560900,3.969,1550491200,1550055540
"2075","AMR","Alta Mesa Resources, Inc.",0.2745,"Energy","Oil & Gas Production",0.033264667,9.465518,2.7450001,NA,48300196,175956992,8.252,NA,NA
"2076","AABA","Altaba Inc.",74.96,"Technology","EDP Services",1.2099495,NA,146.9804,NA,42537099264,567464000,61.953,1552653000,1552307400
"2077","ALTR","Altair Engineering Inc.",36.48,"Technology","Computer Software: Prepackaged Software",8.969757,202.66666,55.272724,NA,2565580032,38157700,4.067,NA,NA
"2078","ALT","Altimmune, Inc.",2.71,"Health Care","Major Pharmaceuticals",0.11915115,NA,-1.3300971,NA,18870818,6887160,22.996,1554121800,1553689800
"2079","ASPS","Altisource Portfolio Solutions S.A.",25.13,"Consumer Services","Other Consumer Services",1.3844967,NA,22.845453,NA,409701920,16303300,18.151,1556280000,1555930740
"2080","AIMC","Altra Industrial Motion Corp.",31.72,"Capital Goods","Industrial Machinery/Components",1.101848,33.997856,8.762431,0.021376926,2036423936,64200000,28.788,1556541000,1556195400
"2081","ALTM","Altus Midstream Company",5.57,"Energy","Oil & Gas Production",0.43713707,NA,42.846157,NA,1809854592,74929296,12.742,NA,NA
"2082","AMAG","AMAG Pharmaceuticals, Inc.",14.76,"Health Care","Major Pharmaceuticals",0.6841251,NA,-25.894737,NA,510796384,34606800,21.575,1557145800,1556713800
"2083","AMAL","Amalgamated Bank",17.85,"Consumer Non-Durables","Textiles",1.3474749,20.975323,10.625001,NA,585112320,32779400,13.247,NA,NA
"2084","AMRN","Amarin Corporation plc",22.33,"Health Care","Major Pharmaceuticals",55.825,NA,89.32,NA,7353737728,329320992,0.4,1494246600,1493814600
"2085","AMRK","A-Mark Precious Metals, Inc.",12.5877,"Basic Industries","Other Specialty Stores",1.287987,NA,19.136364,0,88807216,7031450,9.806,1526068800,1525723200
"2086","AMZN","Amazon.com, Inc.",1671.73,"Consumer Services","Catalog/Specialty Distribution",18.848074,83.00546,42.13029,NA,821158805504,491203008,88.695,1556539200,1556103540
"2087","AMBC","Ambac Financial Group, Inc.",20.37,"Finance","Property-Casualty Insurers",0.52536565,5.050831,14.048276,NA,923500480,45336300,38.773,1557489600,1557140340
"2088","AMBA","Ambarella, Inc.",40.02,"Technology","Semiconductors",3.1294963,NA,88.933334,NA,1282681088,32051000,12.788,1551733200,1551301200
"2089","AMCX","AMC Networks Inc.",66.39,"Consumer Services","Television Services",14.265149,8.770145,7.4679413,NA,3753000192,45045200,4.654,1557750600,1557318600
"2090","DOX","Amdocs Limited",56.73,"Technology","EDP Services",2.28446,23.786163,12.634745,0.017995322,7886150656,139012000,24.833,1557748800,1557313140
"2091","AMED","Amedisys Inc",124.2,"Health Care","Medical/Nursing Services",8.231162,34.985916,27.847532,NA,3960563968,31888600,15.089,1557489600,1557140340
"2092","UHAL","Amerco",381.15,"Consumer Services","Rental/Leasing Companies",1.9441864,19.605473,18.22812,NA,7473512960,19607800,196.046,1559592000,1559073600
"2093","AMRH","Ameri Holdings, Inc.",0.335,"Technology","Semiconductors",0.25553015,NA,1.9705882,NA,13268546,39607600,1.311,1554840000,1554235200
"2094","ATAX","America First Multifamily Investors, L.P.",6.75,"Finance","Finance: Consumer Services",1.3347834,11.325503,15.340909,0.075075075,408512032,60520300,5.057,1533931200,1533585600
"2095","AAL","American Airlines Group, Inc.",34.64,"Transportation","Air Freight/Delivery Services",-94.38692,11.4323435,5.489699,0.011226495,15555299328,449056000,-0.367,1556541000,1556109000
"2096","AETI","American Electric Technologies, Inc.",0.8005,"Energy","Industrial Machinery/Components",0.8710554,10.132911,5.336666,NA,7104725,8875360,0.919,1495197000,1495110600
"2097","AFIN","American Finance Trust, Inc.",10.64,"Consumer Services","Real Estate Investment Trusts",0.6904159,NA,-81.84616,0.2053654,1130989440,79854304,15.411,NA,NA
"2098","AMNB","American National Bankshares, Inc.",35.79,"Finance","Major Banks",1.4024295,13.818534,10.978528,0.027932962,312787072,8739510,25.52,1555963200,1555531200
"2099","ANAT","American National Insurance Company",148.76,"Finance","Life Insurance",0.7607534,25.170897,NA,0.022284122,3999471872,26885400,195.543,1556280000,1555930740
"2100","AOBC","American Outdoor Brands Corporation",12.96,"Capital Goods","Ordnance And Accessories",1.6202025,21.245901,15.428572,NA,706837120,54539900,7.999,1551733200,1551301200
"2101","APEI","American Public Education, Inc.",33.18,"Consumer Services","Other Consumer Services",1.7576014,22.017254,19.633135,NA,544954944,16424200,18.878,1551474000,1551128400
"2102","AREC","American Resources Corporation",4.5501,"Consumer Services","Other Consumer Services",-0.17617352,NA,NA,NA,104843248,23298500,-25.543,NA,NA
"2103","AMRB","American River Bankshares",13.22,"Finance","Major Banks",1.0720412,16.566265,11.554622,0.014727541,80121800,5827040,12.826,NA,NA
"2104","AMSWA","American Software, Inc.",11.7,"Technology","Computer Software: Prepackaged Software",3.1724513,58.208954,61.57895,0.037963763,362192224,29135000,3.688,1498507200,1498248000
"2105","AMSC","American Superconductor Corporation",14.74,"Consumer Durables","Metal Fabrications",3.4796977,10.336606,-24.566666,NA,315698368,21417800,4.236,1549659600,1549314000
"2106","AMWD","American Woodmark Corporation",86.18,"Basic Industries","Forest Products",2.440392,18.657719,11.12,NA,1487785728,17263700,35.314,1552311000,1551965400
"2107","CRMT","America&#39;s Car-Mart, Inc.",83.04,"Consumer Durables","Automotive Aftermarket",2.2595918,13.628755,11.662922,NA,555123264,6685010,36.75,1558699200,1558349940
"2108","ABCB","Ameris Bancorp",40.87,"Finance","Major Banks",1.3252269,14.596429,8.640592,0.009811136,1929967232,47222100,30.84,1555936200,1555590600
"2109","AMSF","AMERISAFE, Inc.",62.12,"Finance","Property-Casualty Insurers",2.9142427,16.743935,19.53459,0.013943907,1196487040,19260900,21.316,1556539200,1556017140
"2110","ASRV","AmeriServ Financial Inc.",4.24,"Finance","Major Banks",0.7624528,9.860464,NA,0.017730497,74705824,17619300,5.561,1548682200,1548250200
"2111","ATLO","Ames National Corporation",28.8,"Finance","Major Banks",1.5483038,15.737704,NA,0.033057854,267647040,9293300,18.601,1557748800,1557313140
"2112","AMGN","Amgen Inc.",191.16,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",9.628286,15.147386,12.795181,0.027777778,118954663936,622278016,19.854,1556280000,1555930740
"2113","FOLD","Amicus Therapeutics, Inc.",13.92,"Health Care","Major Pharmaceuticals",7.6863613,NA,-15.130435,NA,3032917504,217882000,1.811,1557491400,1557145800
"2114","AMKR","Amkor Technology, Inc.",8.9,"Technology","Semiconductors",1.1638551,16.792454,18.936169,NA,2132199552,239572992,7.647,1557864000,1557518400
"2115","AMPH","Amphastar Pharmaceuticals, Inc.",25.28,"Health Care","Major Pharmaceuticals",3.6531792,NA,30.82927,NA,1165370112,46098500,6.92,1494619200,1494532800
"2116","ASYS","Amtech Systems, Inc.",4.84,"Technology","Industrial Machinery/Components",0.76220477,NA,37.23077,NA,68861584,14227600,6.35,1494273600,1493928000
"2117","AMRS","Amyris, Inc.",4.65,"Basic Industries","Major Chemicals",-1.4432031,NA,-10.813953,NA,355846368,76526096,-3.222,1552939200,1552507200
"2118","ADI","Analog Devices, Inc.",108.44,"Technology","Semiconductors",3.4474647,26.193237,18.073334,0.018511593,39939969024,368313984,31.455,1559563200,1559030400
"2119","ANAB","AnaptysBio, Inc.",70.6,"Health Care","Major Pharmaceuticals",3.9078932,NA,-12.743682,NA,1888662912,26751600,18.066,NA,NA
"2120","AVXL","Anavex Life Sciences Corp.",2.28,"Health Care","Biotechnology: Commercial Physical & Biological Resarch",6.212534,NA,-4.653061,NA,106902584,46887100,0.367,1502712000,1502276340
"2121","ANCN","Anchiano Therapeutics Ltd.",7.985,"Health Care","Major Pharmaceuticals",106.666664,NA,NA,NA,61498400,15574000,0.075,NA,NA
"2122","ANGI","ANGI Homeservices Inc.",16.38,"Consumer Services","Advertising",6.2566843,109.19999,52.838707,NA,8255519744,83019504,2.618,1509712200,1509366600
"2123","ANGO","AngioDynamics, Inc.",22.52,"Health Care","Medical/Dental Instruments",1.5368867,48.326183,23.957447,NA,836329792,37137200,14.653,1554121800,1553689800
"2124","ANIP","ANI Pharmaceuticals, Inc.",64.31,"Health Care","Major Pharmaceuticals",3.8241065,49.46923,10.406149,NA,761861248,11846700,16.817,1509971400,1509539400
"2125","ANIK","Anika Therapeutics Inc.",32.92,"Health Care","Medical/Dental Instruments",1.7745672,25.921259,25.323076,NA,467842560,14211500,18.551,1551128400,1550610000
"2126","ANIX","Anixa Biosciences, Inc.",5.1,"Health Care","Medical Specialities",17.770035,NA,-7.846154,NA,98390728,19292300,0.287,NA,NA
"2127","ANSS","ANSYS, Inc.",182.23,"Technology","Computer Software: Prepackaged Software",5.7565703,37.342213,28.078583,NA,15227138048,83560000,31.656,1557144000,1556621940
"2128","ATRS","Antares Pharma, Inc.",3.72,"Health Care","Medical/Dental Instruments",14.645669,NA,12.4,NA,586052480,157540992,0.254,1489170600,1488825000
"2129","APLS","Apellis Pharmaceuticals, Inc.",18.31,"Health Care","Major Pharmaceuticals",6.402098,NA,-5.7943034,NA,1030473984,56279300,2.86,NA,NA
"2130","APOG","Apogee Enterprises, Inc.",36.03,"Capital Goods","Auto Parts:O.E.M.",1.8769536,12.76754,10.413295,0.017652003,979144064,27175800,19.196,1555331400,1554899400
"2131","APEN","Apollo Endosurgery, Inc.",3.56,"Health Care","Medical/Dental Instruments",1.6721466,NA,-2.267516,NA,77940856,21893500,2.129,NA,NA
"2132","AMEH","Apollo Medical Holdings, Inc.",19.25,"Consumer Services","Professional Services",3.5327585,24.711168,43.75,NA,635735104,33025200,5.449,1518814800,1518728400
"2133","APPF","AppFolio, Inc.",65.72,"Technology","Computer Software: Prepackaged Software",24.367817,117.35715,52.158733,NA,2250942976,16111000,2.697,1556884800,1556535540
"2134","APPN","Appian Corporation",36.71,"Technology","Computer Software: Prepackaged Software",32.061134,NA,-126.586205,NA,2358797312,30447800,1.145,NA,NA
"2135","AAPL","Apple Inc.",174.97,"Technology","Computer Manufacturing",7.01986,14.435277,13.723137,0.016286457,825032507392,4715279872,24.925,1556884800,1556535540
"2136","ARCI","Appliance Recycling Centers of America, Inc.",0.484,"Consumer Services","Home Furnishings",0.17748441,NA,NA,NA,4100762,8472650,2.727,1511530200,1511184600
"2137","APDN","Applied DNA Sciences Inc",0.6405,"Consumer Services","Other Consumer Services",29.113636,NA,-9.15,NA,23289926,36362100,0.022,1502740800,1502308800
"2138","AGTC","Applied Genetic Technologies Corporation",3.89,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",0.9299546,NA,-1.5877551,NA,70662240,18165100,4.183,1518469200,1517950800
"2139","AMAT","Applied Materials, Inc.",38.56,"Technology","Semiconductors",4.45935,9.8192005,10.25532,0.020865936,36608598016,949393024,8.647,1558353600,1557917940
"2140","AAOI","Applied Optoelectronics, Inc.",13.24,"Technology","Semiconductors",0.7969662,NA,19.761192,NA,262134784,19798700,16.613,1541797200,1541451600
"2141","AREX","Approach Resources Inc.",0.942,"Energy","Oil & Gas Production",0.15142259,3.5413532,-3.1399999,NA,86016568,91312704,6.221,1552338000,1551906000
"2142","APVO","Aptevo Therapeutics Inc.",1.57,"Health Care","Major Pharmaceuticals",0.80927837,NA,-0.7476191,NA,35809188,22808400,1.94,1552651200,1552301940
"2143","APTX","Aptinyx Inc.",5.76,"Health Care","Major Pharmaceuticals",1.1817809,NA,-2.4201682,NA,192944448,33497300,4.874,NA,NA
"2144","APM","Aptorum Group Limited",15.01,"Health Care","Major Pharmaceuticals",16.470589,NA,NA,NA,421172768,6488950,0.884,NA,NA
"2145","APTO","Aptose Biosciences, Inc.",1.79,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",4.4974875,NA,-3.3148146,NA,68057408,37775800,0.398,NA,NA
"2146","APYX","Apyx Medical Corporation",7.28,"Health Care","Medical/Dental Instruments",2.6804123,3.6730576,-17.333334,NA,241721488,33203500,2.716,1558123200,1557777600
"2147","AQMS","Aqua Metals, Inc.",3.43,"Basic Industries","Metal Fabrications",2.6651127,NA,18.052631,NA,152001824,44315400,1.287,1526068800,1525723200
"2148","AQST","Aquestive Therapeutics, Inc.",7.43,"Health Care","Major Pharmaceuticals",7.9042554,NA,-3.0829873,NA,185320544,24942200,0.94,NA,NA
"2149","AQXP","Aquinox Pharmaceuticals, Inc.",2.78,"Health Care","Major Pharmaceuticals",0.84662575,NA,-2.0145986,NA,64963224,23537400,3.26,1552653000,1552307400
"2150","PETX","Aratana Therapeutics, Inc.",4.05,"Health Care","Major Pharmaceuticals",1.7928287,NA,-21.31579,NA,196928016,48624200,2.259,1552680000,1552334400
"2151","ARAV","Aravive, Inc.",5.87,"Health Care","Major Pharmaceuticals",0.55645084,6.0766044,-1.5051281,NA,65638340,11182000,10.549,1551733200,1551301200
"2152","ABUS","Arbutus Biopharma Corporation",4.57,"Health Care","Major Pharmaceuticals",2.7613294,NA,-3.21831,NA,253635008,55500000,1.655,1553112000,1552507200
"2153","ARCW","ARC Group Worldwide, Inc.",1.1,"Capital Goods","Metal Fabrications",0.9482759,NA,110.00001,NA,25684450,23349500,1.16,NA,NA
"2154","ABIO","ARCA biopharma, Inc.",0.468,"Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances",1.0808314,NA,-0.45436895,NA,6516478,13924100,0.433,1553544000,1553112000
"2155","RKDA","Arcadia Biosciences, Inc.",7.21,"Basic Industries","Agricultural Chemicals",2.6644492,NA,-3.0041666,NA,34427172,4774920,2.706,1534190400,1533758400
"2156","ARCB","ArcBest Corporation",35.31,"Transportation","Trucking Freight/Courier Services",1.2588685,14.06773,9.077121,0.009187481,903480512,25587100,28.049,1557748800,1557313140
"2157","ACGL","Arch Capital Group Ltd.",32.87,"Finance","Property-Casualty Insurers",1.5265651,19,11.952727,NA,13343116288,405936000,21.532,1556884800,1556535540
"2158","FUV","Arcimoto, Inc.",4.44,"Consumer Non-Durables","Motor Vehicles",8.146789,NA,-7.789474,NA,66743412,15032300,0.545,NA,NA
"2159","ARCE","Arco Platform Limited",24.51,"Consumer Services","Other Consumer Services",4.076846,480.58826,32.25,NA,1231897088,22602700,6.012,NA,NA
"2160","ARDX","Ardelyx, Inc.",3.03,"Health Care","Major Pharmaceuticals",1.330114,NA,-1.9934211,NA,188267536,62134500,2.278,1510347600,1510002000
"2161","ARNA","Arena Pharmaceuticals, Inc.",50.93,"Health Care","Major Pharmaceuticals",4.150098,NA,-11.2428255,NA,2516273152,49406500,12.272,1552939200,1552420800
"2162","ARGX","argenx SE",134.59,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",11.259934,NA,-65.33495,NA,4959426048,32450800,11.953,NA,NA
"2163","ARDS","Aridis Pharmaceuticals Inc.",8.6308,"Health Care","Major Pharmaceuticals",2.1828983,NA,-1.7978724,NA,68485224,8104760,3.871,NA,NA
"2164","ARKR","Ark Restaurants Corp.",20.38,"Consumer Services","Restaurants",1.7094231,24.41916,NA,0.04904365,70889504,3476680,11.928,1494878400,1494619200
"2165","ARTX","Arotech Corporation",3.44,"Miscellaneous","Industrial Machinery/Components",1.25,15.779818,12.285714,NA,89841104,26116600,2.752,1494619200,1494532800
"2166","ARQL","ArQule, Inc.",3.56,"Health Care","Major Pharmaceuticals",4.4555693,NA,-10.470588,NA,388018624,108994000,0.799,1552051800,1551706200
"2167","ARRY","Array BioPharma Inc.",23.33,"Health Care","Major Pharmaceuticals",17.80916,NA,-56.90244,NA,5090932736,218214000,1.31,1557750600,1557232200
"2168","ARRS","ARRIS International plc",31.7,"Technology","Radio And Television Broadcasting And Communications Equipment",1.8406689,51.129032,9.635259,NA,5511298560,173858000,17.222,1556884800,1556535540
"2169","AROW","Arrow Financial Corporation",35.73,"Finance","Major Banks",1.9180802,14.292,13.136029,0.028176174,517098848,14472400,18.628,1556281800,1555936200
"2170","ARWR","Arrowhead Pharmaceuticals, Inc.",20.18,"Health Care","Major Pharmaceuticals",10.861141,NA,-84.083336,NA,1901105408,94207400,1.858,1557489600,1557140340
